브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
MLB,Business Development,Business Development,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,139.03,202505,
MLB,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,884.21,202505,
MLB,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,4589.79,202505,
MLB,마케팅,마케팅,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2032.99,202505,
MLB,온라인,온라인,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1020.09,202505,
MLB,인테리어,인테리어,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,7966.0,202505,
MLB,MD,MD,광고비,샘플사용,간접 샘플 수수료,간접 샘플 수수료,334.58,202505,
MLB,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,9760835.62,202505,
MLB,Business Development,Business Development,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,13862.0,202505,
MLB,Business Development,Business Development,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,29690.19,202505,
MLB,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,51805.0,202505,
MLB,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,110953.66,202505,
MLB,MP(상품기획),MP(상품기획),복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,9213.0,202505,
MLB,MP(상품기획),MP(상품기획),복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,19731.49,202505,
MLB,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,26078.0,202505,
MLB,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,55847.25,202505,
MLB,Wholesale,Wholesale,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,31417.0,202505,
MLB,Wholesale,Wholesale,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,67290.33,202505,
MLB,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,24114.0,202505,
MLB,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,51644.33,202505,
MLB,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,54568.0,202505,
MLB,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,116865.77,202505,
MLB,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,62991.0,202505,
MLB,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,134910.33,202505,
MLB,유통MD,유통MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,17852.0,202505,
MLB,유통MD,유통MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,38232.67,202505,
MLB,인테리어,인테리어,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,29256.0,202505,
MLB,인테리어,인테리어,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,62656.31,202505,
MLB,Business Development,Business Development,인건비,"급여,성과급",인건비,인건비,194800.67,202505,
MLB,MD,MD,인건비,"급여,성과급",인건비,인건비,692201.47,202505,
MLB,MP(상품기획),MP(상품기획),인건비,"급여,성과급",인건비,인건비,94658.0,202505,
MLB,VMD,VMD,인건비,"급여,성과급",인건비,인건비,292530.33,202505,
MLB,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,337715.13,202505,
MLB,리테일,리테일,인건비,"급여,성과급",인건비,인건비,354745.24,202505,
MLB,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,653930.6,202505,
MLB,마케팅,마케팅,인건비,"파트타임,인턴",노무비,노무비,10284.29,202505,
MLB,온라인,온라인,인건비,"급여,성과급",인건비,인건비,800331.53,202505,
MLB,유통MD,유통MD,인건비,"급여,성과급",인건비,인건비,199944.6,202505,
MLB,인테리어,인테리어,인건비,"급여,성과급",인건비,인건비,506339.6,202505,
MLB,인테리어,인테리어,인건비,"파트타임,인턴",노무비,노무비,1286.04,202505,
MLB,Business Development,Business Development,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,12674.06,202505,
MLB,MD,MD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,57.18,202505,
MLB,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,8608.92,202505,
MLB,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,12330.59,202505,
MLB,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,9142.22,202505,
MLB,마케팅,마케팅,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,3904.17,202505,
MLB,온라인,온라인,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,1429.0,202505,
MLB,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,12773.14,202505,
