브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
공통,Business Development,Business Development,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,46.72,202411,
공통,Business Development,Business Development,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,1211.31,202411,
공통,Business Operation,Business Operation,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,399.67,202411,
공통,Business Operation,Business Operation,복리후생비,주재원,복리후생비_외국인직원복리,복리후생비_외국인직원복리,41216.84,202411,
공통,Business Operation,Business Operation,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,2693.0,202411,
공통,Business Plan,Business Plan,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,488.76,202411,
공통,Business Plan,Business Plan,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,106.35,202411,
공통,Business Plan,Business Plan,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,3300.0,202411,
공통,Business Plan,Business Plan,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,7056.5,202411,
공통,Business Plan,Business Plan,인건비,"급여,성과급",인건비,인건비,36666.67,202411,
공통,Client Service,Client Service,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,859.17,202411,
공통,IT,IT,감가상각비,비품,감가상각비_공기구비품,감가상각비_공기구비품,36.87,202411,
공통,IT,IT,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,42080.64,202411,
공통,IT,IT,감가상각비,소프트웨어,감가상각비_소프트웨어,감가상각비_소프트웨어,120700.85,202411,
공통,IT,IT,감가상각비,소프트웨어,감가상각비_홈페이지등,감가상각비_홈페이지등,1185.68,202411,
공통,IT,IT,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,84.09,202411,
공통,IT,IT,기타,사무용품비,소모품비_사무용품,소모품비_사무용품,20464.59,202411,
공통,IT,IT,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,150.69,202411,
공통,IT,IT,기타,접대비,접대비,접대비,389.0,202411,
공통,IT,IT,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,23415.0,202411,
공통,IT,IT,복리후생비,기타 복리후생비,복리후생비_복리,복리후생비_복리,3091.0,202411,
공통,IT,IT,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,50072.32,202411,
공통,IT,IT,복리후생비,식대,복리후생비_식대,복리후생비_식대,160.0,202411,
공통,IT,IT,인건비,"급여,성과급",인건비,인건비,339459.91,202411,
공통,IT,IT,지급수수료,지급수수료(중),지급수수료_지급용역료,지급수수료_지급용역료,481441.33,202411,
