브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
KIDS,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,946.92,202507,
KIDS,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,15950.0,202507,
KIDS,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,34160.7,202507,
KIDS,MD,MD,인건비,"급여,성과급",인건비,인건비,180831.87,202507,
KIDS,MD,MD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,3177.79,202507,
KIDS,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,4660.16,202507,
KIDS,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1096.26,202507,
KIDS,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,6399.0,202507,
KIDS,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,13727.31,202507,
KIDS,VMD,VMD,인건비,"급여,성과급",인건비,인건비,70766.13,202507,
KIDS,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,18345.07,202507,
KIDS,Wholesale,Wholesale,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,9590.0,202507,
KIDS,Wholesale,Wholesale,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,20539.7,202507,
KIDS,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,138605.13,202507,
KIDS,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,5535.84,202507,
KIDS,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,11690.0,202507,
KIDS,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,25135.89,202507,
KIDS,리테일,리테일,인건비,"급여,성과급",인건비,인건비,201765.87,202507,
KIDS,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,4505.3,202507,
KIDS,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,1517361.77,202507,
KIDS,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,5621.0,202507,
KIDS,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,12037.45,202507,
KIDS,마케팅,마케팅,수주회,수주회,광고비_수주회,광고비_수주회,305030.41,202507,
KIDS,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,62078.07,202507,
KIDS,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,12108.0,202507,
KIDS,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,25932.49,202507,
KIDS,온라인,온라인,인건비,"급여,성과급",인건비,인건비,146735.37,202507,
KIDS,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,16909.52,202507,
