브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
MLB,Business Development,Business Development,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,139.03,202408,
MLB,Business Development,Business Development,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,4256.0,202408,
MLB,Business Development,Business Development,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,9077.54,202408,
MLB,Business Development,Business Development,인건비,"급여,성과급",인건비,인건비,39441.9,202408,
MLB,Business Development,Business Development,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,2343.53,202408,
MLB,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2197.23,202408,
MLB,MD,MD,광고비,샘플사용,간접 샘플 수수료,간접 샘플 수수료,241.31,202408,
MLB,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,54893.0,202408,
MLB,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,117432.91,202408,
MLB,MD,MD,인건비,"급여,성과급",인건비,인건비,715078.81,202408,
MLB,MD,MD,인건비,퇴직급여,퇴직급여,퇴직급여,164471.0,202408,
MLB,MD,MD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,3122.3,202408,
MLB,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,11541.93,202408,
MLB,MP(상품기획),MP(상품기획),복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,11532.0,202408,
MLB,MP(상품기획),MP(상품기획),복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,24603.27,202408,
MLB,MP(상품기획),MP(상품기획),인건비,"급여,성과급",인건비,인건비,87114.89,202408,
MLB,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2597.02,202408,
MLB,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,29130.0,202408,
MLB,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,62147.67,202408,
MLB,VMD,VMD,인건비,"급여,성과급",인건비,인건비,291609.51,202408,
MLB,VMD,VMD,인건비,"파트타임,인턴",노무비,노무비,11719.48,202408,
MLB,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,1388.59,202408,
MLB,Wholesale,Wholesale,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,461.3,202408,
MLB,Wholesale,Wholesale,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,47282.0,202408,
MLB,Wholesale,Wholesale,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,100789.39,202408,
MLB,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,521202.32,202408,
MLB,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,14505.56,202408,
MLB,리테일,리테일,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,230.65,202408,
MLB,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,16719.0,202408,
MLB,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,35648.86,202408,
MLB,리테일,리테일,인건비,"급여,성과급",인건비,인건비,273761.85,202408,
MLB,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,5614.49,202408,
MLB,마케팅,마케팅,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1879.88,202408,
MLB,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,18049848.8,202408,
MLB,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,62867.0,202408,
MLB,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,134069.83,202408,
MLB,마케팅,마케팅,수주회,수주회,광고비_수주회,광고비_수주회,-207503.33,202408,
MLB,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,663661.75,202408,
MLB,마케팅,마케팅,인건비,"파트타임,인턴",노무비,노무비,9149.43,202408,
MLB,마케팅,마케팅,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,3930.54,202408,
MLB,마케팅,마케팅,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,5139.86,202408,
MLB,온라인,온라인,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2166.36,202408,
MLB,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,80893.0,202408,
MLB,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,172575.66,202408,
MLB,온라인,온라인,인건비,"급여,성과급",인건비,인건비,778393.81,202408,
MLB,온라인,온라인,인건비,"파트타임,인턴",노무비,노무비,15664.97,202408,
MLB,온라인,온라인,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,1005.39,202408,
MLB,온라인,온라인,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,2292.0,202408,
MLB,유통MD,유통MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,26170.0,202408,
MLB,유통MD,유통MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,55729.64,202408,
MLB,유통MD,유통MD,인건비,"급여,성과급",인건비,인건비,213286.66,202408,
MLB,인테리어,인테리어,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,3042.17,202408,
MLB,인테리어,인테리어,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,27511.0,202408,
MLB,인테리어,인테리어,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,55652.9,202408,
MLB,인테리어,인테리어,인건비,"급여,성과급",인건비,인건비,430183.15,202408,
MLB,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,2917.11,202408,
