브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
공통,Business Development,Business Development,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,159.17,202505,
공통,Business Development,Business Development,기타,접대비,접대비,접대비,301.0,202505,
공통,Business Operation,Business Operation,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,158.19,202505,
공통,Business Operation,Business Operation,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,249.92,202505,
공통,Business Operation,Business Operation,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,3480.0,202505,
공통,Business Operation,Business Operation,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,7453.0,202505,
공통,Business Operation,Business Operation,복리후생비,주재원,복리후생비_외국인직원복리,복리후생비_외국인직원복리,52940.25,202505,
공통,Business Operation,Business Operation,인건비,"급여,성과급",인건비,인건비,138850.08,202505,
공통,Business Operation,Business Operation,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,2311.71,202505,
공통,Business Plan,Business Plan,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,258.11,202505,
공통,Business Plan,Business Plan,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,3300.0,202505,
공통,Business Plan,Business Plan,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,7067.5,202505,
공통,Business Plan,Business Plan,인건비,"급여,성과급",인건비,인건비,40058.33,202505,
공통,IT,IT,감가상각비,비품,감가상각비_공기구비품,감가상각비_공기구비품,36.88,202505,
공통,IT,IT,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,47565.03,202505,
공통,IT,IT,감가상각비,소프트웨어,감가상각비_소프트웨어,감가상각비_소프트웨어,116490.32,202505,
공통,IT,IT,감가상각비,소프트웨어,감가상각비_홈페이지등,감가상각비_홈페이지등,1185.69,202505,
공통,IT,IT,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,400.11,202505,
공통,IT,IT,기타,사무용품비,소모품비_사무용품,소모품비_사무용품,22105.65,202505,
공통,IT,IT,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,1434.28,202505,
공통,IT,IT,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,23415.0,202505,
공통,IT,IT,복리후생비,기타 복리후생비,복리후생비_복리,복리후생비_복리,182.0,202505,
공통,IT,IT,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,50150.38,202505,
공통,IT,IT,복리후생비,식대,복리후생비_식대,복리후생비_식대,160.0,202505,
공통,IT,IT,인건비,"급여,성과급",인건비,인건비,252254.13,202505,
공통,IT,IT,지급수수료,IT비용,지급수수료_지급용역료,지급수수료_지급용역료,1170698.69,202505,
공통,MD,MD,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,1143.49,202505,
공통,MD,MD,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,1739.15,202505,
공통,MD,MD,복리후생비,기타 복리후생비,복리후생비_복리,복리후생비_복리,6287.0,202505,
공통,MD,MD,복리후생비,식대,복리후생비_식대,복리후생비_식대,359.81,202505,
공통,MD,MD,복리후생비,주재원,복리후생비_외국인직원복리,복리후생비_외국인직원복리,73611.67,202505,
공통,MD,MD,지급수수료,지급수수료(중),지급수수료_지급용역료,지급수수료_지급용역료,1976.64,202505,
공통,MGT,MGT,감가상각비,비품,감가상각비_공기구비품,감가상각비_공기구비품,1022.2,202505,
공통,MGT,MGT,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2123.91,202505,
공통,MGT,MGT,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,11680.69,202505,
공통,MGT,MGT,기타,접대비,접대비,접대비,10107.9,202505,
공통,MGT,MGT,복리후생비,식대,복리후생비_식대,복리후생비_식대,26444.11,202505,
공통,MGT,MGT,복리후생비,주재원,복리후생비_외국인직원복리,복리후생비_외국인직원복리,95752.38,202505,
공통,MGT,MGT,인건비,"급여,성과급",인건비,인건비,504439.95,202505,
공통,MGT,MGT,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,12125.06,202505,
공통,MGT,MGT,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,19627.2,202505,
공통,MO,MO,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,387.77,202505,
공통,MO,MO,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,429.2,202505,
공통,Process Inovation,Process Inovation,감가상각비,소프트웨어,감가상각비_소프트웨어,감가상각비_소프트웨어,46925.47,202505,
공통,Process Inovation,Process Inovation,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,8.38,202505,
공통,Process Inovation,Process Inovation,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,13850.0,202505,
공통,Process Inovation,Process Inovation,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,29660.55,202505,
공통,Process Inovation,Process Inovation,인건비,"급여,성과급",인건비,인건비,175860.2,202505,
공통,Process Inovation,Process Inovation,지급수수료,지급수수료(중),지급수수료_지급용역료,지급수수료_지급용역료,53350.89,202505,
공통,Supply Chain,Supply Chain,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,4353.9,202505,
공통,Supply Chain,Supply Chain,광고비,샘플사용,간접 샘플 수수료,간접 샘플 수수료,3179.27,202505,
공통,Supply Chain,Supply Chain,기타,물류비,지급수수료_운송비,지급수수료_운송비,30000.0,202505,
공통,Supply Chain,Supply Chain,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,485.92,202505,
공통,Supply Chain,Supply Chain,기타,사무용품비,소모품비_포장소모품,소모품비_포장소모품,2123.89,202505,
공통,Supply Chain,Supply Chain,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,164.45,202505,
공통,Supply Chain,Supply Chain,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,42958.0,202505,
공통,Supply Chain,Supply Chain,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,92038.59,202505,
공통,Supply Chain,Supply Chain,인건비,"급여,성과급",인건비,인건비,530405.93,202505,
공통,Supply Chain,Supply Chain,인건비,"파트타임,인턴",노무비,노무비,58423.08,202505,
공통,Supply Chain,Supply Chain,지급수수료,지급수수료(중),지급수수료_지급용역료,지급수수료_지급용역료,-171009.24,202505,
공통,Supply Chain,Supply Chain,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,3136.05,202505,
공통,VMD,VMD,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,131.68,202505,
공통,VMD,VMD,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,350.09,202505,
공통,VMD,VMD,복리후생비,식대,복리후생비_식대,복리후생비_식대,520.0,202505,
공통,VMD,VMD,지급수수료,지급수수료(중),지급수수료_지급용역료,지급수수료_지급용역료,97000.0,202505,
공통,Wholesale,Wholesale,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,201.7,202505,
공통,Wholesale,Wholesale,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,92.65,202505,
공통,Wholesale,Wholesale,복리후생비,식대,복리후생비_식대,복리후생비_식대,363.7,202505,
공통,구매,구매,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,107.38,202505,
공통,구매,구매,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,14.47,202505,
공통,구매,구매,인건비,"급여,성과급",인건비,인건비,9374.93,202505,
공통,리테일,리테일,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,480.36,202505,
공통,리테일,리테일,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,2075.94,202505,
공통,리테일,리테일,기타,통신비,통신비,통신비,243.39,202505,
공통,리테일,리테일,복리후생비,식대,복리후생비_식대,복리후생비_식대,197.0,202505,
공통,리테일,리테일,복리후생비,주재원,복리후생비_외국인직원복리,복리후생비_외국인직원복리,51887.0,202505,
공통,마케팅,마케팅,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,1369.58,202505,
공통,마케팅,마케팅,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,1192.57,202505,
공통,마케팅,마케팅,복리후생비,식대,복리후생비_식대,복리후생비_식대,2498.3,202505,
공통,마케팅,마케팅,지급수수료,지급수수료(중),지급수수료_지급용역료,지급수수료_지급용역료,1976.64,202505,
공통,법무,법무,광고비,샘플사용,간접 샘플 수수료,간접 샘플 수수료,71247.17,202505,
공통,법무,법무,기타,물류비,지급수수료_퀵서비스,지급수수료_퀵서비스,27.02,202505,
공통,법무,법무,기타,시내교통비,여비교통비_시내교통비,여비교통비_시내교통비,238.19,202505,
공통,법무,법무,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,14671.0,202505,
공통,법무,법무,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,31420.28,202505,
