브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
KIDS,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1832.35,202510,
KIDS,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,19239.0,202510,
KIDS,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,41202.65,202510,
KIDS,MD,MD,인건비,"급여,성과급",인건비,인건비,174993.75,202510,
KIDS,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,215.59,202510,
KIDS,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,7476.0,202510,
KIDS,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,16021.24,202510,
KIDS,VMD,VMD,인건비,"급여,성과급",인건비,인건비,69835.0,202510,
KIDS,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,6066.18,202510,
KIDS,VMD,VMD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,696.17,202510,
KIDS,Wholesale,Wholesale,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,811.99,202510,
KIDS,Wholesale,Wholesale,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,10716.0,202510,
KIDS,Wholesale,Wholesale,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,22950.61,202510,
KIDS,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,108432.99,202510,
KIDS,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,4770.93,202510,
KIDS,리테일,리테일,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,646.75,202510,
KIDS,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,10896.0,202510,
KIDS,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,23336.11,202510,
KIDS,리테일,리테일,인건비,"급여,성과급",인건비,인건비,185386.25,202510,
KIDS,리테일,리테일,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,1040.8,202510,
KIDS,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,1828484.43,202510,
KIDS,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,7334.0,202510,
KIDS,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,15705.7,202510,
KIDS,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,61261.25,202510,
KIDS,마케팅,마케팅,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,587.0,202510,
KIDS,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,12911.0,202510,
KIDS,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,27650.59,202510,
KIDS,온라인,온라인,인건비,"급여,성과급",인건비,인건비,127859.94,202510,
