브랜드,본부,팀,대분류,중분류,소분류,계정과목,금액,년월,비고
MLB,Business Development,Business Development,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,139.03,202503,
MLB,MD,MD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,820.31,202503,
MLB,VMD,VMD,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,4791.4,202503,
MLB,마케팅,마케팅,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,2032.98,202503,
MLB,온라인,온라인,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,1020.07,202503,
MLB,인테리어,인테리어,감가상각비,비품,감가상각비_기계장치,감가상각비_기계장치,5631.7,202503,
MLB,마케팅,마케팅,광고비,마케팅,광고선전비_MKT광고,광고선전비_MKT광고,12289854.53,202503,
MLB,Business Development,Business Development,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,16279.0,202503,
MLB,Business Development,Business Development,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,34868.58,202503,
MLB,MD,MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,53725.0,202503,
MLB,MD,MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,115065.66,202503,
MLB,MP(상품기획),MP(상품기획),복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,9213.0,202503,
MLB,MP(상품기획),MP(상품기획),복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,19731.49,202503,
MLB,VMD,VMD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,26078.0,202503,
MLB,VMD,VMD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,55847.25,202503,
MLB,Wholesale,Wholesale,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,34537.0,202503,
MLB,Wholesale,Wholesale,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,73972.33,202503,
MLB,리테일,리테일,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,22974.0,202503,
MLB,리테일,리테일,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,49202.83,202503,
MLB,마케팅,마케팅,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,54568.0,202503,
MLB,마케팅,마케팅,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,116865.77,202503,
MLB,온라인,온라인,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,63185.0,202503,
MLB,온라인,온라인,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,135325.77,202503,
MLB,유통MD,유통MD,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,17852.0,202503,
MLB,유통MD,유통MD,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,38232.67,202503,
MLB,인테리어,인테리어,복리후생비,공적금,복리후생비_공적금,복리후생비_공적금,30852.0,202503,
MLB,인테리어,인테리어,복리후생비,사회보험,복리후생비_사회보험,복리후생비_사회보험,66074.41,202503,
MLB,마케팅,마케팅,수주회,수주회,광고비_수주회,광고비_수주회,71222.16,202503,
MLB,Business Development,Business Development,인건비,"급여,성과급",인건비,인건비,697925.4,202503,
MLB,MD,MD,인건비,"급여,성과급",인건비,인건비,-196048.64,202503,
MLB,MP(상품기획),MP(상품기획),인건비,"급여,성과급",인건비,인건비,89673.14,202503,
MLB,VMD,VMD,인건비,"급여,성과급",인건비,인건비,206717.97,202503,
MLB,Wholesale,Wholesale,인건비,"급여,성과급",인건비,인건비,-407362.94,202503,
MLB,리테일,리테일,인건비,"급여,성과급",인건비,인건비,115010.21,202503,
MLB,마케팅,마케팅,인건비,"급여,성과급",인건비,인건비,396438.18,202503,
MLB,마케팅,마케팅,인건비,"파트타임,인턴",노무비,노무비,775.8,202503,
MLB,온라인,온라인,인건비,"급여,성과급",인건비,인건비,1047394.15,202503,
MLB,유통MD,유통MD,인건비,"급여,성과급",인건비,인건비,-164115.69,202503,
MLB,인테리어,인테리어,인건비,"급여,성과급",인건비,인건비,179765.01,202503,
MLB,Business Development,Business Development,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,18382.47,202503,
MLB,MD,MD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,299.81,202503,
MLB,MD,MD,출장비,해외출장비,여비교통비_해외출장비,여비교통비_해외출장비,25378.2,202503,
MLB,VMD,VMD,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,3221.86,202503,
MLB,Wholesale,Wholesale,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,17637.63,202503,
MLB,마케팅,마케팅,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,292.73,202503,
MLB,온라인,온라인,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,160.0,202503,
MLB,인테리어,인테리어,출장비,국내출장비,여비교통비_국내출장비,여비교통비_국내출장비,22254.21,202503,
